09/07/2026 13:29:42 
teste20.txt 
Soma: 294
Dose: 0.00637245
Tempo;Leitura;Luz;Corrente 
0.1;8;873;518 
0.2;7;876;520 
0.3;8;876;520 
0.4;6;876;520 
0.5;5;876;519 
0.6;16;876;520 
0.7;6;876;520 
0.8;13;876;520 
0.9;7;876;520 
1.0;8;876;519 
1.1;14;876;520 
1.2;7;876;520 
1.3;7;876;520 
1.4;11;876;520 
1.5;4;876;520 
1.6;13;876;520 
1.7;11;876;520 
1.8;9;876;520 
1.9;16;876;520 
2.0;10;876;520 
2.1;11;876;520 
2.2;11;876;520 
2.3;17;876;520 
2.4;8;876;520 
2.5;7;876;520 
2.6;7;876;520 
2.7;15;876;520 
2.8;8;876;520 
2.9;10;876;520 
3.0;14;876;520 
