09/07/2026 13:20:47 
teste17.txt 
Soma: 267
Dose: 267.0
Tempo;Leitura;Luz;Corrente 
0.1;0;876;519 
0.2;1;876;521 
0.3;7;876;520 
0.4;7;876;520 
0.5;5;876;520 
0.6;9;876;520 
0.7;7;876;520 
0.8;4;876;520 
0.9;14;876;521 
1.0;11;876;520 
1.1;11;876;520 
1.2;15;876;520 
1.3;8;876;520 
1.4;9;876;520 
1.5;7;876;520 
1.6;13;876;521 
1.7;8;876;521 
1.8;7;876;521 
1.9;11;876;521 
2.0;9;876;521 
2.1;10;876;521 
2.2;15;876;521 
2.3;12;876;521 
2.4;9;876;521 
2.5;10;876;521 
2.6;7;876;521 
2.7;9;876;521 
2.8;8;876;521 
2.9;11;876;521 
3.0;13;876;522 
