09/07/2026 12:36:27 
teste7.txt 
Soma: 39969
Dose: 39969.0
Tempo;Leitura;Luz;Corrente 
0.1;10;438;514 
0.2;6;870;514 
0.3;6;870;514 
0.4;5;870;513 
0.5;7;870;513 
0.6;11;870;513 
0.7;8;870;513 
0.8;18;870;513 
0.9;9;870;513 
1.0;5;870;513 
1.1;12;870;513 
1.2;9;870;514 
1.3;11;870;513 
1.4;6;870;514 
1.5;10;870;514 
1.6;8;870;514 
1.7;11;870;514 
1.8;12;870;514 
1.9;15;870;514 
2.0;9;870;514 
2.1;12;870;514 
2.2;6;870;514 
2.3;8;870;514 
2.4;10;870;514 
2.5;7;870;514 
2.6;14;870;514 
2.7;12;870;514 
2.8;10;870;514 
2.9;7;870;514 
