15/07/2026 15:21:45 
13295_10_2.txt 
Soma: 25534
Dose: 25534.0
Time;Count;Current;Light 
0.1;1560;444;529 
0.2;1500;880;530 
0.3;1461;880;530 
0.4;1363;880;529 
0.5;1274;880;529 
0.6;1215;880;529 
0.7;1155;880;529 
0.8;1042;880;529 
0.9;1033;880;529 
1.0;1043;880;529 
1.1;961;880;528 
1.2;896;880;529 
1.3;819;880;529 
1.4;794;880;529 
1.5;758;880;529 
1.6;742;880;529 
1.7;688;880;529 
1.8;669;880;529 
1.9;690;880;529 
2.0;632;880;529 
2.1;607;880;529 
2.2;590;880;529 
2.3;569;880;529 
2.4;542;880;529 
2.5;542;880;530 
2.6;514;880;529 
2.7;471;880;529 
2.8;486;880;530 
2.9;487;880;530 
3.0;431;880;529 
