15/07/2026 16:48:08 
branco_11904_007.txt 
Soma: 970
Dose: 970.0
Time;Count;Current;Light 
0.1;37;441;524 
0.2;31;873;521 
0.3;32;873;521 
0.4;40;873;520 
0.5;37;873;520 
0.6;41;873;520 
0.7;35;873;520 
0.8;32;873;520 
0.9;38;873;520 
1.0;37;873;521 
1.1;38;873;520 
1.2;28;873;520 
1.3;19;873;520 
1.4;38;873;520 
1.5;33;873;520 
1.6;30;873;520 
1.7;31;873;520 
1.8;31;873;521 
1.9;37;873;521 
2.0;34;873;521 
2.1;28;873;521 
2.2;33;873;521 
2.3;25;873;521 
2.4;22;873;521 
2.5;29;873;521 
2.6;31;873;520 
2.7;33;873;521 
2.8;30;873;521 
2.9;22;873;521 
3.0;38;873;521 
