15/07/2026 16:41:16 
branco_3982_007.txt 
Soma: 759
Dose: 759.0
Time;Count;Current;Light 
0.1;26;444;530 
0.2;22;880;530 
0.3;18;880;530 
0.4;28;880;530 
0.5;22;880;529 
0.6;23;880;529 
0.7;28;880;529 
0.8;23;880;530 
0.9;25;880;530 
1.0;33;880;529 
1.1;23;880;529 
1.2;26;880;529 
1.3;27;880;530 
1.4;33;880;529 
1.5;12;880;530 
1.6;39;880;530 
1.7;28;880;529 
1.8;23;880;529 
1.9;27;880;529 
2.0;27;880;529 
2.1;25;880;530 
2.2;22;880;530 
2.3;41;880;529 
2.4;25;880;529 
2.5;18;880;529 
2.6;15;880;529 
2.7;20;880;529 
2.8;25;880;530 
2.9;27;880;530 
3.0;28;880;530 
