15/07/2026 18:16:14 
3982_007_01mSv_L2.txt 
Soma: 3952
Dose: 0.127286016
Time;Count;Current;Light 
0.1;192;441;526 
0.2;191;876;526 
0.3;206;876;526 
0.4;202;876;526 
0.5;161;876;525 
0.6;160;876;525 
0.7;155;876;526 
0.8;138;876;525 
0.9;139;876;526 
1.0;154;876;526 
1.1;132;876;526 
1.2;155;876;526 
1.3;149;876;526 
1.4;124;876;526 
1.5;110;876;526 
1.6;116;876;526 
1.7;114;876;526 
1.8;116;876;526 
1.9;109;876;526 
2.0;100;876;526 
2.1;129;876;526 
2.2;105;876;526 
2.3;101;876;526 
2.4;100;876;526 
2.5;121;876;526 
2.6;100;876;526 
2.7;94;876;526 
2.8;90;876;526 
2.9;98;876;526 
3.0;91;876;526 
