15/07/2026 18:11:44 
7838_10_01mSv.txt 
Soma: 4487
Dose: 0.1028
Time;Count;Current;Light 
0.1;245;441;524 
0.2;238;876;526 
0.3;225;876;526 
0.4;224;876;526 
0.5;189;876;525 
0.6;210;876;526 
0.7;181;876;526 
0.8;188;876;526 
0.9;163;876;525 
1.0;143;876;526 
1.1;167;876;526 
1.2;161;876;526 
1.3;141;876;526 
1.4;151;876;526 
1.5;135;876;526 
1.6;122;876;526 
1.7;128;876;526 
1.8;138;876;526 
1.9;118;876;526 
2.0;130;876;526 
2.1;108;876;526 
2.2;106;876;526 
2.3;134;876;526 
2.4;101;876;526 
2.5;126;876;526 
2.6;110;876;526 
2.7;112;876;526 
2.8;102;876;526 
2.9;95;876;526 
3.0;96;876;526 
