15/07/2026 16:40:36 
branco_7838_10.txt 
Soma: 1764
Dose: 1764.0
Time;Count;Current;Light 
0.1;61;444;530 
0.2;48;880;531 
0.3;54;883;531 
0.4;56;883;531 
0.5;67;883;530 
0.6;64;883;530 
0.7;52;883;530 
0.8;66;880;531 
0.9;64;880;531 
1.0;67;883;531 
1.1;51;883;530 
1.2;60;883;531 
1.3;62;883;530 
1.4;55;883;531 
1.5;54;880;531 
1.6;66;883;531 
1.7;67;883;531 
1.8;54;883;531 
1.9;56;883;531 
2.0;58;883;531 
2.1;54;883;531 
2.2;71;883;531 
2.3;59;880;531 
2.4;63;880;531 
2.5;57;880;531 
2.6;43;883;531 
2.7;57;883;531 
2.8;65;880;531 
2.9;48;880;531 
3.0;65;880;531 
