15/07/2026 18:02:03 
2695_007_1mSv.txt 
Soma: 15058
Dose: 0.536170206
Time;Count;Current;Light 
0.1;639;441;524 
0.2;637;876;525 
0.3;583;876;525 
0.4;617;876;524 
0.5;609;876;524 
0.6;578;876;524 
0.7;589;876;524 
0.8;558;876;524 
0.9;555;876;524 
1.0;537;876;524 
1.1;501;876;525 
1.2;537;876;524 
1.3;509;876;524 
1.4;510;876;524 
1.5;517;876;524 
1.6;457;876;524 
1.7;476;876;525 
1.8;478;876;525 
1.9;459;876;525 
2.0;467;876;525 
2.1;481;876;525 
2.2;431;876;525 
2.3;445;876;524 
2.4;452;876;524 
2.5;421;876;524 
2.6;394;876;524 
2.7;419;876;524 
2.8;387;876;524 
2.9;411;876;524 
3.0;404;876;524 
