15/07/2026 17:55:05 
3403_007_2.txt 
Soma: 32813
Dose: 1.040598669
Time;Count;Current;Light 
0.1;1736;441;524 
0.2;1621;876;524 
0.3;1504;876;524 
0.4;1544;876;524 
0.5;1411;876;524 
0.6;1395;876;524 
0.7;1317;876;524 
0.8;1335;876;524 
0.9;1329;876;524 
1.0;1311;876;524 
1.1;1230;876;524 
1.2;1098;876;524 
1.3;1078;876;524 
1.4;1051;876;524 
1.5;1000;876;524 
1.6;1059;876;524 
1.7;948;876;524 
1.8;960;876;524 
1.9;927;876;524 
2.0;880;876;524 
2.1;895;876;524 
2.2;941;876;525 
2.3;831;876;524 
2.4;800;876;524 
2.5;768;876;525 
2.6;827;876;524 
2.7;758;876;525 
2.8;769;876;525 
2.9;769;876;525 
3.0;721;876;525 
