15/07/2026 18:15:20 
3982_10_01mSv.txt 
Soma: 3889
Dose: 0.09996
Time;Count;Current;Light 
0.1;186;444;526 
0.2;175;876;526 
0.3;185;876;526 
0.4;171;876;526 
0.5;157;876;526 
0.6;148;876;526 
0.7;157;876;526 
0.8;172;876;526 
0.9;164;876;526 
1.0;130;876;526 
1.1;158;876;526 
1.2;123;876;526 
1.3;115;876;526 
1.4;131;876;526 
1.5;130;876;526 
1.6;119;876;526 
1.7;118;876;526 
1.8;128;876;526 
1.9;97;876;526 
2.0;115;876;526 
2.1;119;876;526 
2.2;111;876;526 
2.3;103;876;526 
2.4;110;876;526 
2.5;85;876;526 
2.6;92;876;526 
2.7;96;876;526 
2.8;103;876;526 
2.9;90;876;526 
3.0;101;876;526 
