15/07/2026 17:58:50 
1257_007_2.txt 
Soma: 36010
Dose: 1.03978875
Time;Count;Current;Light 
0.1;1813;444;524 
0.2;1761;876;525 
0.3;1643;876;525 
0.4;1628;876;525 
0.5;1575;876;524 
0.6;1617;876;525 
0.7;1453;876;525 
0.8;1453;876;524 
0.9;1407;876;525 
1.0;1281;876;524 
1.1;1348;876;525 
1.2;1264;876;525 
1.3;1267;876;525 
1.4;1160;876;524 
1.5;1163;876;525 
1.6;1122;876;525 
1.7;1102;876;525 
1.8;1020;876;525 
1.9;1041;876;525 
2.0;1104;876;525 
2.1;1025;876;525 
2.2;902;876;525 
2.3;938;876;525 
2.4;929;876;525 
2.5;897;876;525 
2.6;879;876;525 
2.7;759;876;525 
2.8;848;876;525 
2.9;840;876;525 
3.0;771;876;525 
