20/07/2026 16:18:20 
teste_travamento_36.txt 
Soma: 7001
Dose: 0.23103300000000002
Time;Count;Current;Light 
0.1;238;358;506 
0.2;201;713;505 
0.3;197;710;506 
0.4;211;713;505 
0.5;201;713;505 
0.6;211;713;505 
0.7;214;713;505 
0.8;226;713;505 
0.9;232;713;505 
1.0;206;713;505 
1.1;216;713;505 
1.2;218;713;505 
1.3;231;713;505 
1.4;209;713;505 
1.5;205;713;505 
1.6;207;713;504 
1.7;213;713;505 
1.8;241;713;505 
1.9;245;716;505 
2.0;230;716;505 
2.1;210;716;505 
2.2;237;720;504 
2.3;252;732;506 
2.4;288;745;506 
2.5;278;748;506 
2.6;300;752;507 
2.7;257;752;508 
2.8;271;755;508 
2.9;303;755;508 
3.0;253;755;508 
