20/07/2026 16:20:09 
teste_travamento_47.txt 
Soma: 6931
Dose: 0.228723
Time;Count;Current;Light 
0.1;255;358;504 
0.2;222;713;504 
0.3;217;713;504 
0.4;232;710;504 
0.5;237;710;504 
0.6;223;710;503 
0.7;194;710;504 
0.8;230;710;504 
0.9;203;710;504 
1.0;240;710;503 
1.1;228;710;503 
1.2;254;710;503 
1.3;228;710;503 
1.4;231;710;503 
1.5;237;710;504 
1.6;219;710;504 
1.7;228;710;504 
1.8;240;710;504 
1.9;235;710;504 
2.0;234;713;504 
2.1;226;710;504 
2.2;258;710;504 
2.3;222;710;504 
2.4;238;710;504 
2.5;246;710;504 
2.6;233;710;504 
2.7;215;713;504 
2.8;243;713;504 
2.9;235;710;504 
3.0;228;713;504 
