20/07/2026 16:22:07 
teste_travamento_61.txt 
Soma: 7420
Dose: 0.24486000000000002
Time;Count;Current;Light 
0.1;237;358;501 
0.2;232;713;501 
0.3;254;713;501 
0.4;225;710;501 
0.5;219;710;501 
0.6;277;710;501 
0.7;254;710;501 
0.8;257;710;501 
0.9;231;710;501 
1.0;268;710;501 
1.1;244;710;501 
1.2;256;710;501 
1.3;244;710;501 
1.4;245;710;501 
1.5;269;710;501 
1.6;250;710;501 
1.7;233;710;501 
1.8;259;710;501 
1.9;216;710;501 
2.0;239;710;501 
2.1;275;710;501 
2.2;250;710;501 
2.3;249;710;501 
2.4;252;710;501 
2.5;249;710;501 
2.6;242;710;501 
2.7;226;710;501 
2.8;248;710;501 
2.9;252;710;501 
3.0;268;710;501 
