Time,Count,Current,Light
0.1,238.0,361.0,500.0
0.2,233.0,710.0,500.0
0.3,236.0,710.0,500.0
0.4,246.0,710.0,500.0
0.5,250.0,710.0,500.0
0.6,246.0,710.0,500.0
0.7,219.0,710.0,500.0
0.8,220.0,710.0,500.0
0.9,215.0,710.0,500.0
1.0,266.0,710.0,500.0
1.1,247.0,710.0,500.0
1.2,257.0,710.0,500.0
1.3,284.0,710.0,500.0
1.4,240.0,710.0,500.0
1.5,236.0,710.0,500.0
1.6,268.0,710.0,500.0
1.7,248.0,710.0,500.0
1.8,277.0,710.0,500.0
1.9,219.0,710.0,500.0
2.0,247.0,710.0,501.0
2.1,252.0,710.0,500.0
2.2,247.0,710.0,500.0
2.3,235.0,710.0,500.0
2.4,244.0,710.0,500.0
2.5,266.0,710.0,501.0
2.6,258.0,710.0,500.0
2.7,262.0,710.0,500.0
2.8,271.0,710.0,500.0
2.9,220.0,710.0,500.0
3.0,275.0,710.0,500.0
