20/07/2026 16:16:39 
teste_travamento_26.txt 
Soma: 6708
Dose: 0.221364
Time;Count;Current;Light 
0.1;193;361;510 
0.2;191;713;506 
0.3;199;713;506 
0.4;215;713;506 
0.5;207;716;506 
0.6;199;713;506 
0.7;219;713;506 
0.8;223;713;506 
0.9;190;713;506 
1.0;206;713;506 
1.1;220;713;506 
1.2;212;713;506 
1.3;208;713;506 
1.4;211;713;506 
1.5;217;713;506 
1.6;196;713;506 
1.7;214;713;506 
1.8;217;716;506 
1.9;216;716;506 
2.0;205;713;506 
2.1;232;716;506 
2.2;231;720;507 
2.3;240;720;507 
2.4;207;726;507 
2.5;250;745;509 
2.6;236;758;511 
2.7;293;761;510 
2.8;281;758;511 
2.9;270;761;511 
3.0;310;758;511 
