20/07/2026 16:13:59 
teste_travamento_12.txt 
Soma: 7343
Dose: 0.242319
Time;Count;Current;Light 
0.1;183;364;526 
0.2;195;739;525 
0.3;226;774;528 
0.4;253;777;528 
0.5;259;777;528 
0.6;259;777;528 
0.7;250;777;528 
0.8;245;777;528 
0.9;267;780;528 
1.0;255;780;528 
1.1;244;777;528 
1.2;206;780;529 
1.3;249;780;528 
1.4;272;777;529 
1.5;249;777;529 
1.6;239;780;528 
1.7;261;780;528 
1.8;257;777;528 
1.9;257;780;529 
2.0;243;780;529 
2.1;236;780;529 
2.2;246;780;529 
2.3;245;780;529 
2.4;240;780;529 
2.5;245;780;529 
2.6;256;780;529 
2.7;239;784;529 
2.8;252;780;529 
2.9;244;780;529 
3.0;271;784;529 
