20/07/2026 16:12:46 
teste_travamento_5.txt 
Soma: 6799
Dose: 0.224367
Time;Count;Current;Light 
0.1;145;368;527 
0.2;188;755;528 
0.3;211;774;530 
0.4;234;777;530 
0.5;238;777;529 
0.6;231;777;529 
0.7;247;780;529 
0.8;208;777;529 
0.9;226;777;529 
1.0;242;777;530 
1.1;213;777;529 
1.2;230;780;530 
1.3;228;780;529 
1.4;190;780;531 
1.5;227;780;530 
1.6;234;780;530 
1.7;228;784;530 
1.8;248;780;530 
1.9;203;780;530 
2.0;244;780;530 
2.1;250;784;530 
2.2;248;780;530 
2.3;230;780;530 
2.4;247;784;531 
2.5;242;784;530 
2.6;258;784;530 
2.7;205;787;530 
2.8;265;784;530 
2.9;233;780;530 
3.0;206;784;530 
