Time,Count,Current,Light
0.1,197.0,361.0,510.0
0.2,207.0,713.0,510.0
0.3,204.0,716.0,509.0
0.4,198.0,720.0,510.0
0.5,235.0,726.0,510.0
0.6,269.0,752.0,512.0
0.7,298.0,758.0,513.0
0.8,284.0,758.0,512.0
0.9,272.0,758.0,513.0
1.0,269.0,758.0,512.0
1.1,255.0,761.0,512.0
1.2,266.0,761.0,512.0
1.3,258.0,761.0,512.0
1.4,277.0,764.0,511.0
1.5,220.0,758.0,511.0
1.6,269.0,761.0,511.0
1.7,255.0,761.0,511.0
1.8,296.0,758.0,511.0
1.9,311.0,761.0,511.0
2.0,272.0,761.0,512.0
2.1,278.0,761.0,511.0
2.2,299.0,761.0,511.0
2.3,292.0,761.0,512.0
2.4,287.0,761.0,512.0
2.5,279.0,761.0,511.0
2.6,271.0,761.0,511.0
2.7,290.0,761.0,511.0
2.8,291.0,761.0,511.0
2.9,279.0,764.0,512.0
3.0,259.0,761.0,512.0
