Time,Count,Current,Light
0.1,172.0,364.0,527.0
0.2,202.0,752.0,527.0
0.3,247.0,777.0,528.0
0.4,238.0,777.0,529.0
0.5,239.0,780.0,528.0
0.6,237.0,777.0,529.0
0.7,236.0,774.0,529.0
0.8,264.0,780.0,529.0
0.9,230.0,777.0,528.0
1.0,217.0,777.0,529.0
1.1,287.0,777.0,529.0
1.2,239.0,777.0,529.0
1.3,242.0,777.0,529.0
1.4,235.0,777.0,529.0
1.5,242.0,777.0,530.0
1.6,248.0,777.0,529.0
1.7,246.0,780.0,529.0
1.8,248.0,780.0,528.0
1.9,247.0,777.0,529.0
2.0,239.0,784.0,529.0
2.1,230.0,784.0,529.0
2.2,245.0,780.0,530.0
2.3,271.0,780.0,529.0
2.4,237.0,780.0,530.0
2.5,259.0,780.0,529.0
2.6,245.0,780.0,529.0
2.7,207.0,784.0,529.0
2.8,227.0,780.0,529.0
2.9,241.0,784.0,529.0
3.0,260.0,784.0,529.0
