20/07/2026 16:21:27 
teste_travamento_56.txt 
Soma: 7412
Dose: 0.244596
Time;Count;Current;Light 
0.1;270;361;500 
0.2;240;710;501 
0.3;264;710;501 
0.4;242;710;501 
0.5;238;710;501 
0.6;205;710;501 
0.7;257;710;501 
0.8;214;710;501 
0.9;244;710;501 
1.0;255;710;501 
1.1;243;710;501 
1.2;249;710;501 
1.3;240;710;501 
1.4;231;710;501 
1.5;261;710;501 
1.6;276;710;501 
1.7;250;710;501 
1.8;232;710;501 
1.9;257;710;501 
2.0;250;710;501 
2.1;260;710;501 
2.2;273;710;501 
2.3;221;710;501 
2.4;244;710;501 
2.5;248;710;501 
2.6;285;710;501 
2.7;233;710;501 
2.8;217;710;501 
2.9;269;710;501 
3.0;244;710;501 
