20/07/2026 16:24:49 
teste_travamento_79.txt 
Soma: 7736
Dose: 0.255288
Time;Count;Current;Light 
0.1;251;358;499 
0.2;243;710;500 
0.3;256;710;500 
0.4;294;710;499 
0.5;251;710;499 
0.6;263;710;499 
0.7;227;710;499 
0.8;279;710;499 
0.9;228;710;499 
1.0;242;710;499 
1.1;250;710;499 
1.2;276;710;499 
1.3;278;710;499 
1.4;230;710;499 
1.5;255;710;499 
1.6;243;710;499 
1.7;245;710;499 
1.8;235;710;499 
1.9;254;710;500 
2.0;267;710;500 
2.1;245;710;499 
2.2;223;710;499 
2.3;271;710;499 
2.4;260;710;499 
2.5;267;710;499 
2.6;304;710;499 
2.7;265;710;499 
2.8;254;710;499 
2.9;293;710;499 
3.0;287;710;499 
