Time,Count,Current,Light
0.1,941.0,444.0,530.0
0.2,816.0,880.0,530.0
0.3,785.0,880.0,530.0
0.4,777.0,880.0,530.0
0.5,748.0,880.0,529.0
0.6,737.0,880.0,529.0
0.7,764.0,880.0,529.0
0.8,735.0,880.0,529.0
0.9,679.0,880.0,529.0
1.0,681.0,880.0,530.0
1.1,677.0,880.0,529.0
1.2,640.0,880.0,529.0
1.3,632.0,880.0,529.0
1.4,650.0,880.0,529.0
1.5,656.0,880.0,529.0
1.6,573.0,880.0,529.0
1.7,587.0,880.0,530.0
1.8,597.0,880.0,530.0
1.9,552.0,880.0,530.0
2.0,519.0,880.0,530.0
2.1,504.0,880.0,530.0
2.2,503.0,880.0,530.0
2.3,511.0,880.0,530.0
2.4,536.0,880.0,530.0
2.5,507.0,880.0,530.0
2.6,507.0,880.0,530.0
2.7,489.0,880.0,529.0
2.8,487.0,880.0,530.0
2.9,459.0,880.0,529.0
3.0,461.0,880.0,529.0
