15/07/2026 17:40:17 
2759_007_2.txt 
Soma: 28894
Dose: 28894.0
Time;Count;Current;Light 
0.1;1357;441;522 
0.2;1246;876;523 
0.3;1321;876;523 
0.4;1288;876;523 
0.5;1226;876;522 
0.6;1175;876;523 
0.7;1144;876;522 
0.8;1103;876;522 
0.9;1112;876;523 
1.0;1059;876;523 
1.1;1033;876;523 
1.2;1014;876;523 
1.3;963;876;523 
1.4;1000;876;523 
1.5;965;876;523 
1.6;906;876;523 
1.7;894;876;523 
1.8;852;876;523 
1.9;894;876;523 
2.0;842;876;523 
2.1;843;876;523 
2.2;848;876;523 
2.3;825;876;523 
2.4;745;876;523 
2.5;743;876;523 
2.6;719;876;523 
2.7;744;876;523 
2.8;705;876;523 
2.9;676;876;523 
3.0;652;876;523 
