15/07/2026 17:57:25 
1257_10_2.txt 
Soma: 34814
Dose: 1.104056382
Time;Count;Current;Light 
0.1;1717;441;524 
0.2;1663;876;525 
0.3;1653;876;524 
0.4;1621;876;524 
0.5;1516;876;524 
0.6;1427;876;524 
0.7;1388;876;524 
0.8;1439;876;524 
0.9;1339;876;524 
1.0;1300;876;524 
1.1;1157;876;524 
1.2;1218;876;524 
1.3;1159;876;524 
1.4;1166;876;524 
1.5;1106;876;524 
1.6;1070;876;524 
1.7;1096;876;525 
1.8;1043;876;525 
1.9;992;876;524 
2.0;976;876;524 
2.1;920;876;525 
2.2;938;876;525 
2.3;941;876;525 
2.4;929;876;525 
2.5;858;876;525 
2.6;890;876;525 
2.7;859;876;525 
2.8;836;876;525 
2.9;793;876;525 
3.0;804;876;525 
