15/07/2026 16:34:07 
branco_1257_10.txt 
Soma: 1412
Dose: 1412.0
Time;Count;Current;Light 
0.1;48;444;532 
0.2;52;880;532 
0.3;50;880;532 
0.4;59;880;532 
0.5;42;880;531 
0.6;53;880;532 
0.7;44;880;532 
0.8;58;880;532 
0.9;44;880;532 
1.0;45;880;532 
1.1;40;880;532 
1.2;51;880;532 
1.3;52;880;533 
1.4;52;880;532 
1.5;47;880;532 
1.6;42;880;533 
1.7;44;880;533 
1.8;43;880;533 
1.9;41;880;533 
2.0;44;880;533 
2.1;48;880;533 
2.2;43;880;532 
2.3;49;880;532 
2.4;40;880;533 
2.5;52;880;533 
2.6;39;880;533 
2.7;49;880;533 
2.8;44;880;533 
2.9;50;880;533 
3.0;47;880;533 
