15/07/2026 16:36:24 
branco_3403_10.txt 
Soma: 808
Dose: 808.0
Time;Count;Current;Light 
0.1;35;444;532 
0.2;26;880;533 
0.3;28;880;532 
0.4;24;880;532 
0.5;27;880;532 
0.6;30;880;532 
0.7;22;880;532 
0.8;34;880;532 
0.9;28;880;532 
1.0;29;880;532 
1.1;19;880;532 
1.2;33;880;532 
1.3;29;880;532 
1.4;20;880;532 
1.5;28;880;532 
1.6;21;880;532 
1.7;22;880;532 
1.8;33;880;532 
1.9;22;880;532 
2.0;30;880;532 
2.1;28;880;532 
2.2;29;880;532 
2.3;24;880;532 
2.4;21;880;532 
2.5;36;880;532 
2.6;26;880;532 
2.7;23;880;532 
2.8;28;880;532 
2.9;32;880;532 
3.0;21;880;532 
