15/07/2026 15:15:33 
8528_10.txt 
Soma: 31978
Dose: 31978.0
Time;Count;Current;Light 
0.1;1815;448;529 
0.2;1750;883;530 
0.3;1668;883;530 
0.4;1455;883;531 
0.5;1506;883;530 
0.6;1462;883;531 
0.7;1371;883;530 
0.8;1353;883;530 
0.9;1276;883;530 
1.0;1245;883;530 
1.1;1156;883;530 
1.2;1189;883;530 
1.3;1119;883;530 
1.4;1018;880;530 
1.5;1006;883;531 
1.6;967;883;531 
1.7;980;883;531 
1.8;904;883;531 
1.9;895;880;531 
2.0;842;883;531 
2.1;816;883;531 
2.2;790;883;530 
2.3;745;883;530 
2.4;699;883;530 
2.5;726;883;530 
2.6;694;883;531 
2.7;653;883;531 
2.8;683;883;531 
2.9;608;883;531 
3.0;587;883;530 
