15/07/2026 15:23:00 
12410_10.txt 
Soma: 26887
Dose: 26887.0
Time;Count;Current;Light 
0.1;1784;444;529 
0.2;1600;883;530 
0.3;1466;883;530 
0.4;1414;883;530 
0.5;1316;883;530 
0.6;1240;883;529 
0.7;1178;883;530 
0.8;1138;883;530 
0.9;1062;883;529 
1.0;1037;883;530 
1.1;962;883;529 
1.2;907;883;530 
1.3;934;883;530 
1.4;879;883;530 
1.5;838;883;529 
1.6;794;883;530 
1.7;780;883;530 
1.8;710;883;530 
1.9;612;883;530 
2.0;680;883;530 
2.1;669;883;530 
2.2;610;883;530 
2.3;655;883;530 
2.4;575;883;530 
2.5;545;883;530 
2.6;557;883;530 
2.7;503;883;530 
2.8;524;883;530 
2.9;489;880;530 
3.0;429;883;530 
