15/07/2026 15:29:27 
25344_007.txt 
Soma: 33995
Dose: 33995.0
Time;Count;Current;Light 
0.1;1785;444;530 
0.2;1734;883;531 
0.3;1599;883;531 
0.4;1569;883;530 
0.5;1502;880;530 
0.6;1442;880;530 
0.7;1417;880;530 
0.8;1218;883;530 
0.9;1307;880;530 
1.0;1302;880;530 
1.1;1203;883;530 
1.2;1192;880;530 
1.3;1111;883;530 
1.4;1127;880;529 
1.5;1137;880;529 
1.6;1023;880;529 
1.7;1045;880;530 
1.8;1024;880;530 
1.9;1038;880;530 
2.0;943;880;530 
2.1;914;880;529 
2.2;938;880;529 
2.3;865;880;529 
2.4;858;880;529 
2.5;802;880;529 
2.6;796;880;530 
2.7;766;880;529 
2.8;786;880;530 
2.9;774;880;530 
3.0;778;880;530 
