03/07/2026 13:13:53 
teste10.txt 
Soma: 932076
Dose: 932076.0
Tempo;Leitura;Luz;Corrente 
0.1;9;15 
0.2;0;6;15 
0.3;0;9;15 
0.4;0;9;15 
0.5;0;9;15 
0.6;0;9;14 
0.7;0;6;14 
0.8;1;9;15 
0.9;0;9;14 
1.0;0;9;15 
1.1;0;9;15 
1.2;0;9;15 
1.3;0;6;14 
1.4;0;9;14 
1.5;0;9;14 
1.6;1;6;14 
1.7;0;9;15 
1.8;0;9;15 
1.9;0;6;14 
2.0;0;9;15 
2.1;0;9;15 
2.2;0;9;15 
2.3;0;9;15 
2.4;0;6;14 
2.5;0;9;15 
2.6;0;9;15 
2.7;0;9;14 
2.8;0;6;15 
2.9;0;9;15 
3.0;0;9;15 
3.1;0;9;15 
3.2;0;9;15 
3.3;1;9;14 
3.4;0;9;14 
3.5;0;6;14 
3.6;1;9;14 
3.7;0;6;15 
3.8;0;9;14 
3.9;0;6;14 
4.0;0;9;15 
4.1;0;9;14 
4.2;0;9;15 
4.3;0;9;15 
4.4;0;9;15 
4.5;0;6;14 
4.6;0;9;15 
4.7;3;6;14 
4.8;0;9;15 
4.9;3;9;15 
5.0;6;9;15 
5.1;14;9;15 
5.2;19;9;15 
5.3;20;9;15 
5.4;27;9;14 
5.5;37;9;15 
5.6;49;6;15 
5.7;60;9;14 
5.8;61;9;14 
5.9;77;9;15 
6.0;80;9;15 
6.1;97;6;15 
6.2;102;9;15 
6.3;104;9;15 
6.4;108;9;15 
6.5;102;9;15 
6.6;115;9;15 
6.7;124;9;15 
6.8;109;9;15 
6.9;177;9;15 
7.0;193;9;15 
7.1;181;9;14 
7.2;164;9;15 
7.3;169;9;15 
7.4;198;9;15 
7.5;179;9;14 
7.6;170;9;15 
7.7;159;6;14 
7.8;160;9;14 
7.9;166;9;15 
8.0;172;9;15 
8.1;219;6;14 
8.2;204;9;14 
8.3;200;9;15 
8.4;237;9;15 
8.5;196;9;15 
8.6;249;9;15 
8.7;241;9;15 
8.8;246;9;14 
8.9;233;9;14 
9.0;267;9;15 
9.1;262;9;15 
9.2;264;9;14 
9.3;282;9;15 
9.4;308;9;15 
9.5;332;9;14 
9.6;318;9;15 
9.7;335;9;14 
9.8;354;9;15 
9.9;378;9;14 
10.0;406;6;15 
10.1;364;9;15 
10.2;381;9;14 
10.3;459;9;14 
10.4;483;9;15 
10.5;556;9;15 
10.6;574;9;15 
10.7;637;9;15 
10.8;699;9;15 
10.9;776;6;14 
11.0;910;9;15 
11.1;961;9;15 
11.2;1020;9;15 
11.3;1098;9;15 
11.4;1224;9;15 
11.5;1249;9;15 
11.6;1294;9;15 
11.7;1257;6;14 
11.8;1376;9;14 
11.9;1489;9;15 
12.0;1683;9;15 
12.1;1832;9;15 
12.2;1818;9;15 
12.3;1953;6;14 
12.4;2060;9;15 
12.5;2152;9;15 
12.6;2216;9;14 
12.7;2433;9;15 
12.8;2473;9;15 
12.9;2512;9;15 
13.0;2568;9;14 
13.1;2718;9;14 
13.2;2896;9;15 
13.3;3276;9;14 
13.4;3802;9;15 
13.5;3999;9;15 
13.6;4149;9;14 
13.7;4489;9;15 
13.8;4660;9;15 
13.9;5025;9;15 
14.0;5296;9;15 
14.1;5766;9;15 
14.2;6146;9;15 
14.3;6393;9;15 
14.4;6342;9;15 
14.5;6576;9;15 
14.6;6992;9;15 
14.7;7129;9;15 
14.8;7286;9;15 
14.9;7146;9;14 
15.0;6900;9;15 
15.1;7031;6;14 
15.2;6895;9;15 
15.3;6874;9;15 
15.4;6842;9;15 
15.5;7001;9;15 
15.6;7014;9;14 
15.7;6652;9;15 
15.8;6189;9;15 
15.9;5384;6;15 
16.0;4156;9;15 
16.1;3314;9;14 
16.2;2933;9;15 
16.3;2688;9;15 
16.4;2468;9;15 
16.5;2221;9;14 
16.6;2121;9;15 
16.7;2075;9;15 
16.8;2140;9;15 
16.9;2858;9;15 
17.0;4111;9;14 
17.1;5755;9;14 
17.2;7536;6;14 
17.3;9537;9;15 
17.4;11017;6;15 
17.5;12140;6;14 
17.6;13313;9;15 
17.7;14864;9;15 
17.8;16794;9;14 
17.9;18832;9;15 
18.0;20538;9;15 
18.1;22239;9;14 
18.2;24556;9;15 
18.3;26621;9;14 
18.4;28219;6;14 
18.5;28511;9;15 
18.6;28332;6;15 
18.7;28222;9;14 
18.8;27713;9;15 
18.9;25199;6;15 
19.0;21762;9;15 
19.1;15474;9;15 
19.2;10366;9;14 
19.3;6620;9;15 
19.4;4554;9;15 
19.5;3352;9;15 
19.6;2252;9;15 
19.7;1507;9;15 
19.8;981;9;14 
19.9;643;9;14 
20.0;358;9;15 
20.1;187;9;14 
20.2;79;9;15 
20.3;36;9;15 
20.4;9;6;14 
20.5;0;9;14 
20.6;1;9;14 
20.7;1;9;14 
20.8;1;9;15 
20.9;0;9;15 
21.0;1;9;15 
21.1;0;9;14 
21.2;1;9;14 
21.3;0;6;15 
21.4;0;9;15 
21.5;0;9;14 
21.6;0;9;14 
21.7;0;9;15 
21.8;0;9;15 
21.9;1;9;14 
22.0;0;9;15 
22.1;0;9;15 
22.2;0;9;14 
22.3;1;9;14 
22.4;1;9;15 
22.5;0;9;15 
22.6;0;9;15 
22.7;0;9;14 
22.8;1;9;14 
22.9;0;9;15 
23.0;2;9;14 
23.1;0;9;15 
23.2;0;9;15 
23.3;0;9;15 
23.4;0;9;15 
23.5;0;6;14 
23.6;0;9;14 
23.7;0;9;14 
23.8;1;9;15 
23.9;0;9;14 
24.0;0;9;15 
24.1;0;9;15 
24.2;1;9;14 
24.3;0;9;14 
24.4;0;9;15 
24.5;0;9;15 
24.6;0;6;14 
24.7;0;9;15 
24.8;0;9;15 
24.9;0;9;14 
25.0;0;9;15 
25.1;0;9;15 
25.2;1;9;15 
25.3;0;9;15 
25.4;1;6;14 
25.5;0;9;15 
25.6;0;9;15 
25.7;0;6;14 
25.8;0;9;15 
25.9;0;9;14 
26.0;1;6;14 
26.1;0;9;15 
26.2;1;9;15 
26.3;1;9;15 
26.4;0;9;14 
26.5;0;6;14 
26.6;1;9;15 
26.7;0;6;14 
26.8;0;9;14 
26.9;0;9;15 
27.0;0;9;15 
27.1;1;9;15 
27.2;1;9;15 
27.3;0;9;14 
27.4;0;9;15 
27.5;0;9;14 
27.6;0;9;14 
27.7;0;9;15 
27.8;1;9;14 
27.9;0;9;15 
28.0;0;9;14 
28.1;0;9;15 
28.2;0;9;15 
28.3;0;9;15 
28.4;0;9;14 
28.5;0;9;14 
28.6;0;9;15 
28.7;0;6;14 
28.8;1;9;15 
28.9;0;9;15 
29.0;0;9;15 
29.1;0;9;14 
29.2;0;9;15 
29.3;0;9;15 
29.4;0;9;14 
29.5;0;9;14 
29.6;0;9;14 
29.7;0;9;14 
29.8;0;6;14 
29.9;0;9;15 
30.0;0;6;15 
30.1;0;9;15 
30.2;0;6;14 
30.3;0;9;15 
30.4;1;6;14 
30.5;1;9;15 
30.6;0;9;15 
30.7;0;9;15 
30.8;0;9;15 
30.9;1;9;14 
31.0;0;9;15 
31.1;0;9;14 
31.2;0;6;14 
31.3;1;9;15 
31.4;0;9;14 
31.5;1;9;15 
31.6;0;9;14 
31.7;0;9;14 
31.8;0;9;15 
31.9;0;9;15 
32.0;0;6;15 
32.1;0;9;15 
32.2;0;6;15 
32.3;0;9;14 
32.4;0;9;15 
32.5;0;6;14 
32.6;1;9;14 
32.7;1;9;14 
32.8;0;9;15 
32.9;0;9;14 
33.0;0;6;14 
33.1;1;9;15 
33.2;0;9;15 
33.3;0;9;14 
33.4;0;9;15 
33.5;0;9;14 
33.6;0;9;15 
33.7;0;9;15 
33.8;0;9;15 
33.9;0;9;15 
34.0;0;9;15 
34.1;0;9;15 
34.2;0;9;14 
34.3;0;9;15 
34.4;0;9;15 
34.5;0;6;15 
34.6;1;9;15 
34.7;0;9;15 
34.8;1;6;14 
34.9;0;9;15 
35.0;0;9;15 
35.1;0;9;14 
35.2;0;9;15 
35.3;0;9;14 
35.4;0;9;14 
35.5;0;9;14 
35.6;0;6;14 
35.7;1;9;15 
35.8;1;9;15 
35.9;0;9;14 
36.0;0;9;15 
36.1;0;9;14 
36.2;0;9;15 
36.3;0;6;14 
36.4;0;9;15 
36.5;0;9;14 
36.6;0;9;14 
36.7;0;9;15 
36.8;0;9;15 
36.9;1;9;15 
37.0;0;9;14 
37.1;1;9;15 
37.2;0;9;15 
37.3;0;9;15 
37.4;0;9;14 
37.5;0;9;15 
37.6;0;9;14 
37.7;0;9;15 
37.8;0;9;15 
37.9;0;9;15 
38.0;0;9;14 
38.1;2;9;14 
38.2;1;9;15 
38.3;0;9;14 
38.4;1;9;15 
38.5;0;9;15 
38.6;1;9;14 
38.7;1;9;14 
38.8;0;9;15 
38.9;0;9;15 
39.0;0;9;15 
39.1;0;9;14 
39.2;0;9;14 
39.3;1;6;14 
39.4;0;9;15 
39.5;0;9;15 
39.6;0;9;14 
39.7;0;9;15 
39.8;0;9;15 
39.9;0;9;14 
40.0;1;9;14 
40.1;0;6;14 
40.2;0;9;15 
40.3;0;9;14 
40.4;0;9;14 
40.5;0;9;15 
40.6;0;6;15 
40.7;0;9;15 
40.8;0;9;14 
40.9;0;6;14 
41.0;0;9;15 
41.1;1;9;15 
41.2;1;9;15 
41.3;1;9;15 
41.4;0;9;15 
41.5;0;6;14 
41.6;0;9;15 
41.7;0;9;15 
41.8;0;9;15 
41.9;0;9;15 
42.0;0;9;14 
42.1;0;9;15 
42.2;0;6;14 
42.3;0;9;15 
42.4;0;6;14 
42.5;0;6;14 
42.6;0;9;15 
42.7;0;9;14 
42.8;0;9;15 
42.9;0;6;14 
43.0;0;9;14 
43.1;0;6;15 
43.2;1;9;15 
43.3;0;243;155 
43.4;0;880;534 
43.5;0;880;534 
43.6;0;880;534 
43.7;0;880;533 
43.8;0;880;533 
43.9;0;880;533 
44.0;1;880;533 
44.1;2;880;533 
44.2;0;880;533 
44.3;0;880;533 
44.4;0;880;533 
44.5;0;880;533 
44.6;1;880;533 
44.7;0;880;533 
44.8;1;880;534 
